"county_fips","state_po.x","county_name.x","RepublicanVotes","lon.x","lat.x","DemocratVotes","party","won"
13179,"GA","LIBERTY",4941,-81.49586999,31.82973438,7129,"Democrat",7129
13179,"GA","LIBERTY",4941,-81.49586999,31.82973438,4301,"Republican",4941
13179,"GA","LIBERTY",1311,-81.49586999,31.82973438,1666,"Democrat",1666
13179,"GA","LIBERTY",1311,-81.49586999,31.82973438,3,"Republican",1311
13179,"GA","LIBERTY",1311,-81.49586999,31.82973438,7129,"Democrat",7129
13179,"GA","LIBERTY",1311,-81.49586999,31.82973438,4301,"Democrat",4301
13181,"GA","LINCOLN",1,-82.45655314,33.78869032,2,"Democrat",2
13181,"GA","LINCOLN",1,-82.45655314,33.78869032,265,"Democrat",265
13181,"GA","LINCOLN",1,-82.45655314,33.78869032,540,"Democrat",540
13181,"GA","LINCOLN",1,-82.45655314,33.78869032,628,"Democrat",628
13181,"GA","LINCOLN",442,-82.45655314,33.78869032,2,"Republican",442
13181,"GA","LINCOLN",442,-82.45655314,33.78869032,265,"Republican",442
13181,"GA","LINCOLN",442,-82.45655314,33.78869032,540,"Democrat",540
13181,"GA","LINCOLN",442,-82.45655314,33.78869032,628,"Democrat",628
13181,"GA","LINCOLN",904,-82.45655314,33.78869032,2,"Republican",904
13181,"GA","LINCOLN",904,-82.45655314,33.78869032,265,"Republican",904
13181,"GA","LINCOLN",904,-82.45655314,33.78869032,540,"Republican",904
13181,"GA","LINCOLN",904,-82.45655314,33.78869032,628,"Republican",904
13181,"GA","LINCOLN",1832,-82.45655314,33.78869032,2,"Republican",1832
13181,"GA","LINCOLN",1832,-82.45655314,33.78869032,265,"Republican",1832
13181,"GA","LINCOLN",1832,-82.45655314,33.78869032,540,"Republican",1832
13181,"GA","LINCOLN",1832,-82.45655314,33.78869032,628,"Republican",1832
13183,"GA","LONG",10,-81.76016945,31.76442053,379,"Democrat",379
13183,"GA","LONG",10,-81.76016945,31.76442053,500,"Democrat",500
13183,"GA","LONG",10,-81.76016945,31.76442053,1148,"Democrat",1148
13183,"GA","LONG",10,-81.76016945,31.76442053,6,"Republican",10
13183,"GA","LONG",1126,-81.76016945,31.76442053,379,"Republican",1126
13183,"GA","LONG",1126,-81.76016945,31.76442053,500,"Republican",1126
13183,"GA","LONG",1126,-81.76016945,31.76442053,1148,"Democrat",1148
13183,"GA","LONG",1126,-81.76016945,31.76442053,6,"Republican",1126
13183,"GA","LONG",290,-81.76016945,31.76442053,379,"Democrat",379
13183,"GA","LONG",290,-81.76016945,31.76442053,500,"Democrat",500
13183,"GA","LONG",290,-81.76016945,31.76442053,1148,"Democrat",1148
13183,"GA","LONG",290,-81.76016945,31.76442053,6,"Republican",290
13183,"GA","LONG",2102,-81.76016945,31.76442053,379,"Republican",2102
13183,"GA","LONG",2102,-81.76016945,31.76442053,500,"Republican",2102
13183,"GA","LONG",2102,-81.76016945,31.76442053,1148,"Republican",2102
13183,"GA","LONG",2102,-81.76016945,31.76442053,6,"Republican",2102
13185,"GA","LOWNDES",16795,-83.27877529,30.82811119,5929,"Republican",16795
13185,"GA","LOWNDES",16795,-83.27877529,30.82811119,11017,"Republican",16795
13185,"GA","LOWNDES",16795,-83.27877529,30.82811119,2892,"Republican",16795
13185,"GA","LOWNDES",16795,-83.27877529,30.82811119,279,"Republican",16795
13185,"GA","LOWNDES",3379,-83.27877529,30.82811119,5929,"Democrat",5929
13185,"GA","LOWNDES",3379,-83.27877529,30.82811119,11017,"Democrat",11017
13185,"GA","LOWNDES",3379,-83.27877529,30.82811119,2892,"Republican",3379
13185,"GA","LOWNDES",3379,-83.27877529,30.82811119,279,"Republican",3379
13185,"GA","LOWNDES",5351,-83.27877529,30.82811119,5929,"Democrat",5929
13185,"GA","LOWNDES",5351,-83.27877529,30.82811119,11017,"Democrat",11017
13185,"GA","LOWNDES",5351,-83.27877529,30.82811119,2892,"Republican",5351
13185,"GA","LOWNDES",5351,-83.27877529,30.82811119,279,"Republican",5351
13185,"GA","LOWNDES",166,-83.27877529,30.82811119,5929,"Democrat",5929
13185,"GA","LOWNDES",166,-83.27877529,30.82811119,11017,"Democrat",11017
13185,"GA","LOWNDES",166,-83.27877529,30.82811119,2892,"Democrat",2892
13185,"GA","LOWNDES",166,-83.27877529,30.82811119,279,"Democrat",279
13187,"GA","LUMPKIN",1,-84.01130878,34.56516365,1245,"Democrat",1245
13187,"GA","LUMPKIN",1,-84.01130878,34.56516365,332,"Democrat",332
13187,"GA","LUMPKIN",1,-84.01130878,34.56516365,0,"Republican",1
13187,"GA","LUMPKIN",1,-84.01130878,34.56516365,1549,"Democrat",1549
13187,"GA","LUMPKIN",2002,-84.01130878,34.56516365,1245,"Republican",2002
13187,"GA","LUMPKIN",2002,-84.01130878,34.56516365,332,"Republican",2002
13187,"GA","LUMPKIN",2002,-84.01130878,34.56516365,0,"Republican",2002
13187,"GA","LUMPKIN",2002,-84.01130878,34.56516365,1549,"Republican",2002
13187,"GA","LUMPKIN",8138,-84.01130878,34.56516365,1245,"Republican",8138
13187,"GA","LUMPKIN",8138,-84.01130878,34.56516365,332,"Republican",8138
13187,"GA","LUMPKIN",8138,-84.01130878,34.56516365,0,"Republican",8138
13187,"GA","LUMPKIN",8138,-84.01130878,34.56516365,1549,"Republican",8138
13187,"GA","LUMPKIN",2022,-84.01130878,34.56516365,1245,"Republican",2022
13187,"GA","LUMPKIN",2022,-84.01130878,34.56516365,332,"Republican",2022
13187,"GA","LUMPKIN",2022,-84.01130878,34.56516365,0,"Republican",2022
13187,"GA","LUMPKIN",2022,-84.01130878,34.56516365,1549,"Republican",2022
13189,"GA","MCDUFFIE",826,-82.49300376,33.48335735,0,"Republican",826
13189,"GA","MCDUFFIE",826,-82.49300376,33.48335735,1522,"Democrat",1522
13189,"GA","MCDUFFIE",826,-82.49300376,33.48335735,600,"Republican",826
13189,"GA","MCDUFFIE",826,-82.49300376,33.48335735,2046,"Democrat",2046
13189,"GA","MCDUFFIE",0,-82.49300376,33.48335735,0,"Neither",0
13189,"GA","MCDUFFIE",0,-82.49300376,33.48335735,1522,"Democrat",1522
13189,"GA","MCDUFFIE",0,-82.49300376,33.48335735,600,"Democrat",600
13189,"GA","MCDUFFIE",0,-82.49300376,33.48335735,2046,"Democrat",2046
13189,"GA","MCDUFFIE",898,-82.49300376,33.48335735,0,"Republican",898
13189,"GA","MCDUFFIE",898,-82.49300376,33.48335735,1522,"Democrat",1522
13189,"GA","MCDUFFIE",898,-82.49300376,33.48335735,600,"Republican",898
13189,"GA","MCDUFFIE",898,-82.49300376,33.48335735,2046,"Democrat",2046
13189,"GA","MCDUFFIE",4445,-82.49300376,33.48335735,0,"Republican",4445
13189,"GA","MCDUFFIE",4445,-82.49300376,33.48335735,1522,"Republican",4445
13189,"GA","MCDUFFIE",4445,-82.49300376,33.48335735,600,"Republican",4445
13189,"GA","MCDUFFIE",4445,-82.49300376,33.48335735,2046,"Republican",4445
13191,"GA","MCINTOSH",834,-81.42506498,31.51612622,0,"Republican",834
13191,"GA","MCINTOSH",834,-81.42506498,31.51612622,853,"Democrat",853
13191,"GA","MCINTOSH",834,-81.42506498,31.51612622,1317,"Democrat",1317
13191,"GA","MCINTOSH",834,-81.42506498,31.51612622,442,"Republican",834
13191,"GA","MCINTOSH",1,-81.42506498,31.51612622,0,"Republican",1
13191,"GA","MCINTOSH",1,-81.42506498,31.51612622,853,"Democrat",853
13191,"GA","MCINTOSH",1,-81.42506498,31.51612622,1317,"Democrat",1317
13191,"GA","MCINTOSH",1,-81.42506498,31.51612622,442,"Democrat",442
13191,"GA","MCINTOSH",810,-81.42506498,31.51612622,0,"Republican",810
13191,"GA","MCINTOSH",810,-81.42506498,31.51612622,853,"Democrat",853
13191,"GA","MCINTOSH",810,-81.42506498,31.51612622,1317,"Democrat",1317
13191,"GA","MCINTOSH",810,-81.42506498,31.51612622,442,"Republican",810
13191,"GA","MCINTOSH",2371,-81.42506498,31.51612622,0,"Republican",2371
13191,"GA","MCINTOSH",2371,-81.42506498,31.51612622,853,"Republican",2371
13191,"GA","MCINTOSH",2371,-81.42506498,31.51612622,1317,"Republican",2371
13191,"GA","MCINTOSH",2371,-81.42506498,31.51612622,442,"Republican",2371
13193,"GA","MACON",348,-84.05753846,32.34581832,1459,"Democrat",1459
13193,"GA","MACON",348,-84.05753846,32.34581832,706,"Democrat",706
13193,"GA","MACON",348,-84.05753846,32.34581832,0,"Republican",348
13193,"GA","MACON",348,-84.05753846,32.34581832,692,"Democrat",692
13193,"GA","MACON",0,-84.05753846,32.34581832,1459,"Democrat",1459
13193,"GA","MACON",0,-84.05753846,32.34581832,706,"Democrat",706
13193,"GA","MACON",0,-84.05753846,32.34581832,0,"Neither",0
13193,"GA","MACON",0,-84.05753846,32.34581832,692,"Democrat",692
13193,"GA","MACON",139,-84.05753846,32.34581832,1459,"Democrat",1459
13193,"GA","MACON",139,-84.05753846,32.34581832,706,"Democrat",706
13193,"GA","MACON",139,-84.05753846,32.34581832,0,"Republican",139
13193,"GA","MACON",139,-84.05753846,32.34581832,692,"Democrat",692
13193,"GA","MACON",1296,-84.05753846,32.34581832,1459,"Democrat",1459
13193,"GA","MACON",1296,-84.05753846,32.34581832,706,"Republican",1296
13193,"GA","MACON",1296,-84.05753846,32.34581832,0,"Republican",1296
13193,"GA","MACON",1296,-84.05753846,32.34581832,692,"Republican",1296
13195,"GA","MADISON",3502,-83.20885942,34.12922852,1478,"Republican",3502
13195,"GA","MADISON",3502,-83.20885942,34.12922852,740,"Republican",3502
13195,"GA","MADISON",3502,-83.20885942,34.12922852,1192,"Republican",3502
13195,"GA","MADISON",3502,-83.20885942,34.12922852,1,"Republican",3502
13195,"GA","MADISON",6103,-83.20885942,34.12922852,1478,"Republican",6103
13195,"GA","MADISON",6103,-83.20885942,34.12922852,740,"Republican",6103
13195,"GA","MADISON",6103,-83.20885942,34.12922852,1192,"Republican",6103
13195,"GA","MADISON",6103,-83.20885942,34.12922852,1,"Republican",6103
13195,"GA","MADISON",3,-83.20885942,34.12922852,1478,"Democrat",1478
13195,"GA","MADISON",3,-83.20885942,34.12922852,740,"Democrat",740
13195,"GA","MADISON",3,-83.20885942,34.12922852,1192,"Democrat",1192
13195,"GA","MADISON",3,-83.20885942,34.12922852,1,"Republican",3
13195,"GA","MADISON",1718,-83.20885942,34.12922852,1478,"Republican",1718
13195,"GA","MADISON",1718,-83.20885942,34.12922852,740,"Republican",1718
13195,"GA","MADISON",1718,-83.20885942,34.12922852,1192,"Republican",1718
13195,"GA","MADISON",1718,-83.20885942,34.12922852,1,"Republican",1718
13197,"GA","MARION",295,-84.53390697,32.34563072,0,"Republican",295
13197,"GA","MARION",295,-84.53390697,32.34563072,471,"Democrat",471
13197,"GA","MARION",295,-84.53390697,32.34563072,620,"Democrat",620
13197,"GA","MARION",295,-84.53390697,32.34563072,220,"Republican",295
13197,"GA","MARION",1221,-84.53390697,32.34563072,0,"Republican",1221
13197,"GA","MARION",1221,-84.53390697,32.34563072,471,"Republican",1221
13197,"GA","MARION",1221,-84.53390697,32.34563072,620,"Republican",1221
13197,"GA","MARION",1221,-84.53390697,32.34563072,220,"Republican",1221
13197,"GA","MARION",0,-84.53390697,32.34563072,0,"Neither",0
13197,"GA","MARION",0,-84.53390697,32.34563072,471,"Democrat",471
13197,"GA","MARION",0,-84.53390697,32.34563072,620,"Democrat",620
13197,"GA","MARION",0,-84.53390697,32.34563072,220,"Democrat",220
13197,"GA","MARION",759,-84.53390697,32.34563072,0,"Republican",759
13197,"GA","MARION",759,-84.53390697,32.34563072,471,"Republican",759
13197,"GA","MARION",759,-84.53390697,32.34563072,620,"Republican",759
13197,"GA","MARION",759,-84.53390697,32.34563072,220,"Republican",759
13199,"GA","MERIWETHER",2,-84.69977586,33.03533271,1489,"Democrat",1489
13199,"GA","MERIWETHER",2,-84.69977586,33.03533271,5,"Democrat",5
13199,"GA","MERIWETHER",2,-84.69977586,33.03533271,1604,"Democrat",1604
13199,"GA","MERIWETHER",2,-84.69977586,33.03533271,1189,"Democrat",1189
13199,"GA","MERIWETHER",980,-84.69977586,33.03533271,1489,"Democrat",1489
13199,"GA","MERIWETHER",980,-84.69977586,33.03533271,5,"Republican",980
13199,"GA","MERIWETHER",980,-84.69977586,33.03533271,1604,"Democrat",1604
13199,"GA","MERIWETHER",980,-84.69977586,33.03533271,1189,"Democrat",1189
13199,"GA","MERIWETHER",2230,-84.69977586,33.03533271,1489,"Republican",2230
13199,"GA","MERIWETHER",2230,-84.69977586,33.03533271,5,"Republican",2230
13199,"GA","MERIWETHER",2230,-84.69977586,33.03533271,1604,"Republican",2230
13199,"GA","MERIWETHER",2230,-84.69977586,33.03533271,1189,"Republican",2230
13199,"GA","MERIWETHER",3312,-84.69977586,33.03533271,1489,"Republican",3312
13199,"GA","MERIWETHER",3312,-84.69977586,33.03533271,5,"Republican",3312
13199,"GA","MERIWETHER",3312,-84.69977586,33.03533271,1604,"Republican",3312
13199,"GA","MERIWETHER",3312,-84.69977586,33.03533271,1189,"Republican",3312
13201,"GA","MILLER",3,-84.74243276,31.15388077,0,"Republican",3
13201,"GA","MILLER",3,-84.74243276,31.15388077,221,"Democrat",221
13201,"GA","MILLER",3,-84.74243276,31.15388077,174,"Democrat",174
13201,"GA","MILLER",3,-84.74243276,31.15388077,354,"Democrat",354
13201,"GA","MILLER",530,-84.74243276,31.15388077,0,"Republican",530
13201,"GA","MILLER",530,-84.74243276,31.15388077,221,"Republican",530
13201,"GA","MILLER",530,-84.74243276,31.15388077,174,"Republican",530
13201,"GA","MILLER",530,-84.74243276,31.15388077,354,"Republican",530
13201,"GA","MILLER",264,-84.74243276,31.15388077,0,"Republican",264
13201,"GA","MILLER",264,-84.74243276,31.15388077,221,"Republican",264
13201,"GA","MILLER",264,-84.74243276,31.15388077,174,"Republican",264
13201,"GA","MILLER",264,-84.74243276,31.15388077,354,"Democrat",354
13201,"GA","MILLER",1269,-84.74243276,31.15388077,0,"Republican",1269
13201,"GA","MILLER",1269,-84.74243276,31.15388077,221,"Republican",1269
13201,"GA","MILLER",1269,-84.74243276,31.15388077,174,"Republican",1269
13201,"GA","MILLER",1269,-84.74243276,31.15388077,354,"Republican",1269
13205,"GA","MITCHELL",2701,-84.21320281,31.21218877,1673,"Republican",2701
13205,"GA","MITCHELL",2701,-84.21320281,31.21218877,5,"Republican",2701
13205,"GA","MITCHELL",2701,-84.21320281,31.21218877,1499,"Republican",2701
13205,"GA","MITCHELL",2701,-84.21320281,31.21218877,818,"Republican",2701
13205,"GA","MITCHELL",2,-84.21320281,31.21218877,1673,"Democrat",1673
13205,"GA","MITCHELL",2,-84.21320281,31.21218877,5,"Democrat",5
13205,"GA","MITCHELL",2,-84.21320281,31.21218877,1499,"Democrat",1499
13205,"GA","MITCHELL",2,-84.21320281,31.21218877,818,"Democrat",818
13205,"GA","MITCHELL",681,-84.21320281,31.21218877,1673,"Democrat",1673
13205,"GA","MITCHELL",681,-84.21320281,31.21218877,5,"Republican",681
13205,"GA","MITCHELL",681,-84.21320281,31.21218877,1499,"Democrat",1499
13205,"GA","MITCHELL",681,-84.21320281,31.21218877,818,"Democrat",818
13205,"GA","MITCHELL",1551,-84.21320281,31.21218877,1673,"Democrat",1673
13205,"GA","MITCHELL",1551,-84.21320281,31.21218877,5,"Republican",1551
13205,"GA","MITCHELL",1551,-84.21320281,31.21218877,1499,"Republican",1551
13205,"GA","MITCHELL",1551,-84.21320281,31.21218877,818,"Republican",1551
13207,"GA","MONROE",1062,-83.9338456,33.01550333,2,"Republican",1062
13207,"GA","MONROE",1062,-83.9338456,33.01550333,690,"Republican",1062
13207,"GA","MONROE",1062,-83.9338456,33.01550333,1372,"Democrat",1372
13207,"GA","MONROE",1062,-83.9338456,33.01550333,2320,"Democrat",2320
13207,"GA","MONROE",6,-83.9338456,33.01550333,2,"Republican",6
13207,"GA","MONROE",6,-83.9338456,33.01550333,690,"Democrat",690
13207,"GA","MONROE",6,-83.9338456,33.01550333,1372,"Democrat",1372
13207,"GA","MONROE",6,-83.9338456,33.01550333,2320,"Democrat",2320
13207,"GA","MONROE",6890,-83.9338456,33.01550333,2,"Republican",6890
13207,"GA","MONROE",6890,-83.9338456,33.01550333,690,"Republican",6890
13207,"GA","MONROE",6890,-83.9338456,33.01550333,1372,"Republican",6890
13207,"GA","MONROE",6890,-83.9338456,33.01550333,2320,"Republican",6890
13207,"GA","MONROE",3102,-83.9338456,33.01550333,2,"Republican",3102
13207,"GA","MONROE",3102,-83.9338456,33.01550333,690,"Republican",3102
13207,"GA","MONROE",3102,-83.9338456,33.01550333,1372,"Republican",3102
13207,"GA","MONROE",3102,-83.9338456,33.01550333,2320,"Republican",3102
13209,"GA","MONTGOMERY",1495,-82.54079025,32.17190838,0,"Republican",1495
13209,"GA","MONTGOMERY",1495,-82.54079025,32.17190838,250,"Republican",1495
13209,"GA","MONTGOMERY",1495,-82.54079025,32.17190838,310,"Republican",1495
13209,"GA","MONTGOMERY",1495,-82.54079025,32.17190838,419,"Republican",1495
13209,"GA","MONTGOMERY",1109,-82.54079025,32.17190838,0,"Republican",1109
13209,"GA","MONTGOMERY",1109,-82.54079025,32.17190838,250,"Republican",1109
13209,"GA","MONTGOMERY",1109,-82.54079025,32.17190838,310,"Republican",1109
13209,"GA","MONTGOMERY",1109,-82.54079025,32.17190838,419,"Republican",1109
13209,"GA","MONTGOMERY",356,-82.54079025,32.17190838,0,"Republican",356
13209,"GA","MONTGOMERY",356,-82.54079025,32.17190838,250,"Republican",356
13209,"GA","MONTGOMERY",356,-82.54079025,32.17190838,310,"Republican",356
13209,"GA","MONTGOMERY",356,-82.54079025,32.17190838,419,"Democrat",419
13209,"GA","MONTGOMERY",0,-82.54079025,32.17190838,0,"Neither",0
13209,"GA","MONTGOMERY",0,-82.54079025,32.17190838,250,"Democrat",250
13209,"GA","MONTGOMERY",0,-82.54079025,32.17190838,310,"Democrat",310
13209,"GA","MONTGOMERY",0,-82.54079025,32.17190838,419,"Democrat",419
13211,"GA","MORGAN",3,-83.49739284,33.5872216,1815,"Democrat",1815
13211,"GA","MORGAN",3,-83.49739284,33.5872216,496,"Democrat",496
13211,"GA","MORGAN",3,-83.49739284,33.5872216,1042,"Democrat",1042
13211,"GA","MORGAN",3,-83.49739284,33.5872216,2,"Republican",3
13211,"GA","MORGAN",5424,-83.49739284,33.5872216,1815,"Republican",5424
13211,"GA","MORGAN",5424,-83.49739284,33.5872216,496,"Republican",5424
13211,"GA","MORGAN",5424,-83.49739284,33.5872216,1042,"Republican",5424
13211,"GA","MORGAN",5424,-83.49739284,33.5872216,2,"Republican",5424
13211,"GA","MORGAN",1865,-83.49739284,33.5872216,1815,"Republican",1865
13211,"GA","MORGAN",1865,-83.49739284,33.5872216,496,"Republican",1865
13211,"GA","MORGAN",1865,-83.49739284,33.5872216,1042,"Republican",1865
13211,"GA","MORGAN",1865,-83.49739284,33.5872216,2,"Republican",1865
13211,"GA","MORGAN",938,-83.49739284,33.5872216,1815,"Democrat",1815
13211,"GA","MORGAN",938,-83.49739284,33.5872216,496,"Republican",938
13211,"GA","MORGAN",938,-83.49739284,33.5872216,1042,"Democrat",1042
13211,"GA","MORGAN",938,-83.49739284,33.5872216,2,"Republican",938
13213,"GA","MURRAY",3893,-84.76318961,34.78018099,530,"Republican",3893
13213,"GA","MURRAY",3893,-84.76318961,34.78018099,679,"Republican",3893
13213,"GA","MURRAY",3893,-84.76318961,34.78018099,1093,"Republican",3893
13213,"GA","MURRAY",3893,-84.76318961,34.78018099,0,"Republican",3893
13213,"GA","MURRAY",7689,-84.76318961,34.78018099,530,"Republican",7689
13213,"GA","MURRAY",7689,-84.76318961,34.78018099,679,"Republican",7689
13213,"GA","MURRAY",7689,-84.76318961,34.78018099,1093,"Republican",7689
13213,"GA","MURRAY",7689,-84.76318961,34.78018099,0,"Republican",7689
13213,"GA","MURRAY",0,-84.76318961,34.78018099,530,"Democrat",530
13213,"GA","MURRAY",0,-84.76318961,34.78018099,679,"Democrat",679
13213,"GA","MURRAY",0,-84.76318961,34.78018099,1093,"Democrat",1093
13213,"GA","MURRAY",0,-84.76318961,34.78018099,0,"Neither",0
13213,"GA","MURRAY",1361,-84.76318961,34.78018099,530,"Republican",1361
13213,"GA","MURRAY",1361,-84.76318961,34.78018099,679,"Republican",1361
13213,"GA","MURRAY",1361,-84.76318961,34.78018099,1093,"Republican",1361
13213,"GA","MURRAY",1361,-84.76318961,34.78018099,0,"Republican",1361
13215,"GA","MUSCOGEE",17,-84.87715196,32.50369757,25227,"Democrat",25227
13215,"GA","MUSCOGEE",17,-84.87715196,32.50369757,33,"Democrat",33
13215,"GA","MUSCOGEE",17,-84.87715196,32.50369757,17690,"Democrat",17690
13215,"GA","MUSCOGEE",17,-84.87715196,32.50369757,6579,"Democrat",6579
13215,"GA","MUSCOGEE",17106,-84.87715196,32.50369757,25227,"Democrat",25227
13215,"GA","MUSCOGEE",17106,-84.87715196,32.50369757,33,"Republican",17106
13215,"GA","MUSCOGEE",17106,-84.87715196,32.50369757,17690,"Democrat",17690
13215,"GA","MUSCOGEE",17106,-84.87715196,32.50369757,6579,"Republican",17106
13215,"GA","MUSCOGEE",6527,-84.87715196,32.50369757,25227,"Democrat",25227
13215,"GA","MUSCOGEE",6527,-84.87715196,32.50369757,33,"Republican",6527
13215,"GA","MUSCOGEE",6527,-84.87715196,32.50369757,17690,"Democrat",17690
13215,"GA","MUSCOGEE",6527,-84.87715196,32.50369757,6579,"Democrat",6579
13215,"GA","MUSCOGEE",6399,-84.87715196,32.50369757,25227,"Democrat",25227
13215,"GA","MUSCOGEE",6399,-84.87715196,32.50369757,33,"Republican",6399
13215,"GA","MUSCOGEE",6399,-84.87715196,32.50369757,17690,"Democrat",17690
13215,"GA","MUSCOGEE",6399,-84.87715196,32.50369757,6579,"Democrat",6579
13217,"GA","NEWTON",8103,-83.85645651,33.55565689,6745,"Republican",8103
13217,"GA","NEWTON",8103,-83.85645651,33.55565689,22,"Republican",8103
13217,"GA","NEWTON",8103,-83.85645651,33.55565689,10471,"Democrat",10471
13217,"GA","NEWTON",8103,-83.85645651,33.55565689,12556,"Democrat",12556
13217,"GA","NEWTON",4860,-83.85645651,33.55565689,6745,"Democrat",6745
13217,"GA","NEWTON",4860,-83.85645651,33.55565689,22,"Republican",4860
13217,"GA","NEWTON",4860,-83.85645651,33.55565689,10471,"Democrat",10471
13217,"GA","NEWTON",4860,-83.85645651,33.55565689,12556,"Democrat",12556
13217,"GA","NEWTON",10888,-83.85645651,33.55565689,6745,"Republican",10888
13217,"GA","NEWTON",10888,-83.85645651,33.55565689,22,"Republican",10888
13217,"GA","NEWTON",10888,-83.85645651,33.55565689,10471,"Republican",10888
13217,"GA","NEWTON",10888,-83.85645651,33.55565689,12556,"Democrat",12556
13217,"GA","NEWTON",18,-83.85645651,33.55565689,6745,"Democrat",6745
13217,"GA","NEWTON",18,-83.85645651,33.55565689,22,"Democrat",22
13217,"GA","NEWTON",18,-83.85645651,33.55565689,10471,"Democrat",10471
13217,"GA","NEWTON",18,-83.85645651,33.55565689,12556,"Democrat",12556
13219,"GA","OCONEE",3,-83.44436368,33.83016176,2,"Republican",3
13219,"GA","OCONEE",3,-83.44436368,33.83016176,4444,"Democrat",4444
13219,"GA","OCONEE",3,-83.44436368,33.83016176,723,"Democrat",723
13219,"GA","OCONEE",3,-83.44436368,33.83016176,2993,"Democrat",2993
13219,"GA","OCONEE",11216,-83.44436368,33.83016176,2,"Republican",11216
13219,"GA","OCONEE",11216,-83.44436368,33.83016176,4444,"Republican",11216
13219,"GA","OCONEE",11216,-83.44436368,33.83016176,723,"Republican",11216
13219,"GA","OCONEE",11216,-83.44436368,33.83016176,2993,"Republican",11216
13219,"GA","OCONEE",2680,-83.44436368,33.83016176,2,"Republican",2680
13219,"GA","OCONEE",2680,-83.44436368,33.83016176,4444,"Democrat",4444
13219,"GA","OCONEE",2680,-83.44436368,33.83016176,723,"Republican",2680
13219,"GA","OCONEE",2680,-83.44436368,33.83016176,2993,"Democrat",2993
13219,"GA","OCONEE",2696,-83.44436368,33.83016176,2,"Republican",2696
13219,"GA","OCONEE",2696,-83.44436368,33.83016176,4444,"Democrat",4444
13219,"GA","OCONEE",2696,-83.44436368,33.83016176,723,"Republican",2696
13219,"GA","OCONEE",2696,-83.44436368,33.83016176,2993,"Democrat",2993
13221,"GA","OGLETHORPE",2,-83.09172869,33.87728705,868,"Democrat",868
13221,"GA","OGLETHORPE",2,-83.09172869,33.87728705,417,"Democrat",417
13221,"GA","OGLETHORPE",2,-83.09172869,33.87728705,1150,"Democrat",1150
13221,"GA","OGLETHORPE",2,-83.09172869,33.87728705,1,"Republican",2
13221,"GA","OGLETHORPE",946,-83.09172869,33.87728705,868,"Republican",946
13221,"GA","OGLETHORPE",946,-83.09172869,33.87728705,417,"Republican",946
13221,"GA","OGLETHORPE",946,-83.09172869,33.87728705,1150,"Democrat",1150
13221,"GA","OGLETHORPE",946,-83.09172869,33.87728705,1,"Republican",946
13221,"GA","OGLETHORPE",1061,-83.09172869,33.87728705,868,"Republican",1061
13221,"GA","OGLETHORPE",1061,-83.09172869,33.87728705,417,"Republican",1061
13221,"GA","OGLETHORPE",1061,-83.09172869,33.87728705,1150,"Democrat",1150
13221,"GA","OGLETHORPE",1061,-83.09172869,33.87728705,1,"Republican",1061
13221,"GA","OGLETHORPE",3584,-83.09172869,33.87728705,868,"Republican",3584
13221,"GA","OGLETHORPE",3584,-83.09172869,33.87728705,417,"Republican",3584
13221,"GA","OGLETHORPE",3584,-83.09172869,33.87728705,1150,"Republican",3584
13221,"GA","OGLETHORPE",3584,-83.09172869,33.87728705,1,"Republican",3584
13223,"GA","PAULDING",9710,-84.87767568,33.91093384,40,"Republican",9710
13223,"GA","PAULDING",9710,-84.87767568,33.91093384,15376,"Democrat",15376
13223,"GA","PAULDING",9710,-84.87767568,33.91093384,3763,"Republican",9710
13223,"GA","PAULDING",9710,-84.87767568,33.91093384,10525,"Democrat",10525
13223,"GA","PAULDING",59,-84.87767568,33.91093384,40,"Republican",59
13223,"GA","PAULDING",59,-84.87767568,33.91093384,15376,"Democrat",15376
13223,"GA","PAULDING",59,-84.87767568,33.91093384,3763,"Democrat",3763
13223,"GA","PAULDING",59,-84.87767568,33.91093384,10525,"Democrat",10525
13223,"GA","PAULDING",35174,-84.87767568,33.91093384,40,"Republican",35174
13223,"GA","PAULDING",35174,-84.87767568,33.91093384,15376,"Republican",35174
13223,"GA","PAULDING",35174,-84.87767568,33.91093384,3763,"Republican",35174
13223,"GA","PAULDING",35174,-84.87767568,33.91093384,10525,"Republican",35174
13223,"GA","PAULDING",9582,-84.87767568,33.91093384,40,"Republican",9582
13223,"GA","PAULDING",9582,-84.87767568,33.91093384,15376,"Democrat",15376
13223,"GA","PAULDING",9582,-84.87767568,33.91093384,3763,"Republican",9582
13223,"GA","PAULDING",9582,-84.87767568,33.91093384,10525,"Democrat",10525
13225,"GA","PEACH",10,-83.83366018,32.57429119,6,"Republican",10
13225,"GA","PEACH",10,-83.83366018,32.57429119,809,"Democrat",809
13225,"GA","PEACH",10,-83.83366018,32.57429119,1741,"Democrat",1741
13225,"GA","PEACH",10,-83.83366018,32.57429119,3364,"Democrat",3364
13225,"GA","PEACH",810,-83.83366018,32.57429119,6,"Republican",810
13225,"GA","PEACH",810,-83.83366018,32.57429119,809,"Republican",810
13225,"GA","PEACH",810,-83.83366018,32.57429119,1741,"Democrat",1741
13225,"GA","PEACH",810,-83.83366018,32.57429119,3364,"Democrat",3364
13225,"GA","PEACH",4728,-83.83366018,32.57429119,6,"Republican",4728
13225,"GA","PEACH",4728,-83.83366018,32.57429119,809,"Republican",4728
