"county_fips","state_po","county_name","party","candidatevotes","lon","lat","rMapState","rMapCounty"
13217,"GA","NEWTON","REPUBLICAN",18,-83.85645651,33.55565689,"georgia","newton"
13219,"GA","OCONEE","REPUBLICAN",3,-83.44436368,33.83016176,"georgia","oconee"
13219,"GA","OCONEE","REPUBLICAN",11216,-83.44436368,33.83016176,"georgia","oconee"
13219,"GA","OCONEE","DEMOCRAT",2,-83.44436368,33.83016176,"georgia","oconee"
13219,"GA","OCONEE","REPUBLICAN",2680,-83.44436368,33.83016176,"georgia","oconee"
13219,"GA","OCONEE","REPUBLICAN",2696,-83.44436368,33.83016176,"georgia","oconee"
13219,"GA","OCONEE","DEMOCRAT",4444,-83.44436368,33.83016176,"georgia","oconee"
13219,"GA","OCONEE","DEMOCRAT",723,-83.44436368,33.83016176,"georgia","oconee"
13219,"GA","OCONEE","DEMOCRAT",2993,-83.44436368,33.83016176,"georgia","oconee"
13221,"GA","OGLETHORPE","DEMOCRAT",868,-83.09172869,33.87728705,"georgia","oglethorpe"
13221,"GA","OGLETHORPE","REPUBLICAN",2,-83.09172869,33.87728705,"georgia","oglethorpe"
13221,"GA","OGLETHORPE","REPUBLICAN",946,-83.09172869,33.87728705,"georgia","oglethorpe"
13221,"GA","OGLETHORPE","DEMOCRAT",417,-83.09172869,33.87728705,"georgia","oglethorpe"
13221,"GA","OGLETHORPE","DEMOCRAT",1150,-83.09172869,33.87728705,"georgia","oglethorpe"
13221,"GA","OGLETHORPE","REPUBLICAN",1061,-83.09172869,33.87728705,"georgia","oglethorpe"
13221,"GA","OGLETHORPE","DEMOCRAT",1,-83.09172869,33.87728705,"georgia","oglethorpe"
13221,"GA","OGLETHORPE","REPUBLICAN",3584,-83.09172869,33.87728705,"georgia","oglethorpe"
13223,"GA","PAULDING","REPUBLICAN",9710,-84.87767568,33.91093384,"georgia","paulding"
13223,"GA","PAULDING","DEMOCRAT",40,-84.87767568,33.91093384,"georgia","paulding"
13223,"GA","PAULDING","DEMOCRAT",15376,-84.87767568,33.91093384,"georgia","paulding"
13223,"GA","PAULDING","DEMOCRAT",3763,-84.87767568,33.91093384,"georgia","paulding"
13223,"GA","PAULDING","REPUBLICAN",59,-84.87767568,33.91093384,"georgia","paulding"
13223,"GA","PAULDING","REPUBLICAN",35174,-84.87767568,33.91093384,"georgia","paulding"
13223,"GA","PAULDING","DEMOCRAT",10525,-84.87767568,33.91093384,"georgia","paulding"
13223,"GA","PAULDING","REPUBLICAN",9582,-84.87767568,33.91093384,"georgia","paulding"
13225,"GA","PEACH","DEMOCRAT",6,-83.83366018,32.57429119,"georgia","peach"
13225,"GA","PEACH","DEMOCRAT",809,-83.83366018,32.57429119,"georgia","peach"
13225,"GA","PEACH","DEMOCRAT",1741,-83.83366018,32.57429119,"georgia","peach"
13225,"GA","PEACH","REPUBLICAN",10,-83.83366018,32.57429119,"georgia","peach"
13225,"GA","PEACH","REPUBLICAN",810,-83.83366018,32.57429119,"georgia","peach"
13225,"GA","PEACH","REPUBLICAN",4728,-83.83366018,32.57429119,"georgia","peach"
13225,"GA","PEACH","REPUBLICAN",954,-83.83366018,32.57429119,"georgia","peach"
13225,"GA","PEACH","DEMOCRAT",3364,-83.83366018,32.57429119,"georgia","peach"
13227,"GA","PICKENS","DEMOCRAT",1044,-84.47880513,34.45689309,"georgia","pickens"
13227,"GA","PICKENS","DEMOCRAT",645,-84.47880513,34.45689309,"georgia","pickens"
13227,"GA","PICKENS","REPUBLICAN",6287,-84.47880513,34.45689309,"georgia","pickens"
13227,"GA","PICKENS","DEMOCRAT",1119,-84.47880513,34.45689309,"georgia","pickens"
13227,"GA","PICKENS","REPUBLICAN",5994,-84.47880513,34.45689309,"georgia","pickens"
13227,"GA","PICKENS","REPUBLICAN",8,-84.47880513,34.45689309,"georgia","pickens"
13227,"GA","PICKENS","DEMOCRAT",0,-84.47880513,34.45689309,"georgia","pickens"
13227,"GA","PICKENS","REPUBLICAN",1786,-84.47880513,34.45689309,"georgia","pickens"
13229,"GA","PIERCE","REPUBLICAN",1208,-82.23795196,31.35385345,"georgia","pierce"
13229,"GA","PIERCE","REPUBLICAN",5768,-82.23795196,31.35385345,"georgia","pierce"
13229,"GA","PIERCE","DEMOCRAT",0,-82.23795196,31.35385345,"georgia","pierce"
13229,"GA","PIERCE","REPUBLICAN",0,-82.23795196,31.35385345,"georgia","pierce"
13229,"GA","PIERCE","REPUBLICAN",923,-82.23795196,31.35385345,"georgia","pierce"
13229,"GA","PIERCE","DEMOCRAT",368,-82.23795196,31.35385345,"georgia","pierce"
13229,"GA","PIERCE","DEMOCRAT",122,-82.23795196,31.35385345,"georgia","pierce"
13229,"GA","PIERCE","DEMOCRAT",610,-82.23795196,31.35385345,"georgia","pierce"
13231,"GA","PIKE","REPUBLICAN",5864,-84.40519406,33.07988914,"georgia","pike"
13231,"GA","PIKE","DEMOCRAT",695,-84.40519406,33.07988914,"georgia","pike"
13231,"GA","PIKE","REPUBLICAN",2341,-84.40519406,33.07988914,"georgia","pike"
13231,"GA","PIKE","REPUBLICAN",919,-84.40519406,33.07988914,"georgia","pike"
13231,"GA","PIKE","DEMOCRAT",523,-84.40519406,33.07988914,"georgia","pike"
13231,"GA","PIKE","DEMOCRAT",2,-84.40519406,33.07988914,"georgia","pike"
13231,"GA","PIKE","DEMOCRAT",285,-84.40519406,33.07988914,"georgia","pike"
13231,"GA","PIKE","REPUBLICAN",3,-84.40519406,33.07988914,"georgia","pike"
13233,"GA","POLK","REPUBLICAN",2849,-85.19545576,33.99676526,"georgia","polk"
13233,"GA","POLK","DEMOCRAT",6,-85.19545576,33.99676526,"georgia","polk"
13233,"GA","POLK","REPUBLICAN",9021,-85.19545576,33.99676526,"georgia","polk"
13233,"GA","POLK","DEMOCRAT",607,-85.19545576,33.99676526,"georgia","polk"
13233,"GA","POLK","REPUBLICAN",1707,-85.19545576,33.99676526,"georgia","polk"
13233,"GA","POLK","DEMOCRAT",1957,-85.19545576,33.99676526,"georgia","polk"
13233,"GA","POLK","REPUBLICAN",12,-85.19545576,33.99676526,"georgia","polk"
13233,"GA","POLK","DEMOCRAT",1088,-85.19545576,33.99676526,"georgia","polk"
13235,"GA","PULASKI","DEMOCRAT",715,-83.51736207,32.22799713,"georgia","pulaski"
13235,"GA","PULASKI","DEMOCRAT",337,-83.51736207,32.22799713,"georgia","pulaski"
13235,"GA","PULASKI","REPUBLICAN",1,-83.51736207,32.22799713,"georgia","pulaski"
13235,"GA","PULASKI","REPUBLICAN",313,-83.51736207,32.22799713,"georgia","pulaski"
13235,"GA","PULASKI","DEMOCRAT",165,-83.51736207,32.22799713,"georgia","pulaski"
13235,"GA","PULASKI","DEMOCRAT",0,-83.51736207,32.22799713,"georgia","pulaski"
13235,"GA","PULASKI","REPUBLICAN",336,-83.51736207,32.22799713,"georgia","pulaski"
13235,"GA","PULASKI","REPUBLICAN",2155,-83.51736207,32.22799713,"georgia","pulaski"
13237,"GA","PUTNAM","REPUBLICAN",1,-83.3775443,33.32153937,"georgia","putnam"
13237,"GA","PUTNAM","REPUBLICAN",1760,-83.3775443,33.32153937,"georgia","putnam"
13237,"GA","PUTNAM","DEMOCRAT",1500,-83.3775443,33.32153937,"georgia","putnam"
13237,"GA","PUTNAM","DEMOCRAT",470,-83.3775443,33.32153937,"georgia","putnam"
13237,"GA","PUTNAM","DEMOCRAT",1478,-83.3775443,33.32153937,"georgia","putnam"
13237,"GA","PUTNAM","REPUBLICAN",1547,-83.3775443,33.32153937,"georgia","putnam"
13237,"GA","PUTNAM","DEMOCRAT",0,-83.3775443,33.32153937,"georgia","putnam"
13237,"GA","PUTNAM","REPUBLICAN",4983,-83.3775443,33.32153937,"georgia","putnam"
13239,"GA","QUITMAN","REPUBLICAN",353,-85.02807542,31.85470555,"georgia","quitman"
13239,"GA","QUITMAN","DEMOCRAT",137,-85.02807542,31.85470555,"georgia","quitman"
13239,"GA","QUITMAN","REPUBLICAN",88,-85.02807542,31.85470555,"georgia","quitman"
13239,"GA","QUITMAN","REPUBLICAN",0,-85.02807542,31.85470555,"georgia","quitman"
13239,"GA","QUITMAN","DEMOCRAT",196,-85.02807542,31.85470555,"georgia","quitman"
13239,"GA","QUITMAN","REPUBLICAN",163,-85.02807542,31.85470555,"georgia","quitman"
13239,"GA","QUITMAN","DEMOCRAT",163,-85.02807542,31.85470555,"georgia","quitman"
13239,"GA","QUITMAN","DEMOCRAT",1,-85.02807542,31.85470555,"georgia","quitman"
13241,"GA","RABUN","REPUBLICAN",1663,-83.41437967,34.8788537,"georgia","rabun"
13241,"GA","RABUN","DEMOCRAT",897,-83.41437967,34.8788537,"georgia","rabun"
13241,"GA","RABUN","DEMOCRAT",0,-83.41437967,34.8788537,"georgia","rabun"
13241,"GA","RABUN","REPUBLICAN",0,-83.41437967,34.8788537,"georgia","rabun"
13241,"GA","RABUN","DEMOCRAT",888,-83.41437967,34.8788537,"georgia","rabun"
13241,"GA","RABUN","DEMOCRAT",199,-83.41437967,34.8788537,"georgia","rabun"
13241,"GA","RABUN","REPUBLICAN",1207,-83.41437967,34.8788537,"georgia","rabun"
13241,"GA","RABUN","REPUBLICAN",4604,-83.41437967,34.8788537,"georgia","rabun"
13243,"GA","RANDOLPH","DEMOCRAT",402,-84.76042379,31.75271078,"georgia","randolph"
13243,"GA","RANDOLPH","REPUBLICAN",214,-84.76042379,31.75271078,"georgia","randolph"
13243,"GA","RANDOLPH","DEMOCRAT",3,-84.76042379,31.75271078,"georgia","randolph"
13243,"GA","RANDOLPH","DEMOCRAT",802,-84.76042379,31.75271078,"georgia","randolph"
13243,"GA","RANDOLPH","DEMOCRAT",464,-84.76042379,31.75271078,"georgia","randolph"
13243,"GA","RANDOLPH","REPUBLICAN",321,-84.76042379,31.75271078,"georgia","randolph"
13243,"GA","RANDOLPH","REPUBLICAN",0,-84.76042379,31.75271078,"georgia","randolph"
13243,"GA","RANDOLPH","REPUBLICAN",856,-84.76042379,31.75271078,"georgia","randolph"
13245,"GA","RICHMOND","DEMOCRAT",21348,-82.08329035,33.36000634,"georgia","richmond"
13245,"GA","RICHMOND","DEMOCRAT",11843,-82.08329035,33.36000634,"georgia","richmond"
13245,"GA","RICHMOND","REPUBLICAN",6233,-82.08329035,33.36000634,"georgia","richmond"
13245,"GA","RICHMOND","DEMOCRAT",153,-82.08329035,33.36000634,"georgia","richmond"
13245,"GA","RICHMOND","REPUBLICAN",8584,-82.08329035,33.36000634,"georgia","richmond"
13245,"GA","RICHMOND","DEMOCRAT",25780,-82.08329035,33.36000634,"georgia","richmond"
13245,"GA","RICHMOND","REPUBLICAN",11931,-82.08329035,33.36000634,"georgia","richmond"
13245,"GA","RICHMOND","REPUBLICAN",33,-82.08329035,33.36000634,"georgia","richmond"
13247,"GA","ROCKDALE","REPUBLICAN",15,-84.03489694,33.64973022,"georgia","rockdale"
13247,"GA","ROCKDALE","REPUBLICAN",7466,-84.03489694,33.64973022,"georgia","rockdale"
13247,"GA","ROCKDALE","DEMOCRAT",3543,-84.03489694,33.64973022,"georgia","rockdale"
13247,"GA","ROCKDALE","REPUBLICAN",2526,-84.03489694,33.64973022,"georgia","rockdale"
13247,"GA","ROCKDALE","DEMOCRAT",9429,-84.03489694,33.64973022,"georgia","rockdale"
13247,"GA","ROCKDALE","DEMOCRAT",18248,-84.03489694,33.64973022,"georgia","rockdale"
13247,"GA","ROCKDALE","DEMOCRAT",24,-84.03489694,33.64973022,"georgia","rockdale"
13247,"GA","ROCKDALE","REPUBLICAN",3005,-84.03489694,33.64973022,"georgia","rockdale"
13249,"GA","SCHLEY","DEMOCRAT",0,-84.33914099,32.25462234,"georgia","schley"
13249,"GA","SCHLEY","DEMOCRAT",240,-84.33914099,32.25462234,"georgia","schley"
13249,"GA","SCHLEY","DEMOCRAT",65,-84.33914099,32.25462234,"georgia","schley"
13249,"GA","SCHLEY","DEMOCRAT",157,-84.33914099,32.25462234,"georgia","schley"
13249,"GA","SCHLEY","REPUBLICAN",154,-84.33914099,32.25462234,"georgia","schley"
13249,"GA","SCHLEY","REPUBLICAN",304,-84.33914099,32.25462234,"georgia","schley"
13249,"GA","SCHLEY","REPUBLICAN",1,-84.33914099,32.25462234,"georgia","schley"
13249,"GA","SCHLEY","REPUBLICAN",1341,-84.33914099,32.25462234,"georgia","schley"
13251,"GA","SCREVEN","REPUBLICAN",505,-81.61714873,32.75691243,"georgia","screven"
13251,"GA","SCREVEN","DEMOCRAT",601,-81.61714873,32.75691243,"georgia","screven"
13251,"GA","SCREVEN","DEMOCRAT",1264,-81.61714873,32.75691243,"georgia","screven"
13251,"GA","SCREVEN","REPUBLICAN",11,-81.61714873,32.75691243,"georgia","screven"
13251,"GA","SCREVEN","REPUBLICAN",2140,-81.61714873,32.75691243,"georgia","screven"
13251,"GA","SCREVEN","DEMOCRAT",7,-81.61714873,32.75691243,"georgia","screven"
13251,"GA","SCREVEN","DEMOCRAT",789,-81.61714873,32.75691243,"georgia","screven"
13251,"GA","SCREVEN","REPUBLICAN",1260,-81.61714873,32.75691243,"georgia","screven"
13253,"GA","SEMINOLE","REPUBLICAN",1390,-84.88019395,30.93365621,"georgia","seminole"
13253,"GA","SEMINOLE","REPUBLICAN",277,-84.88019395,30.93365621,"georgia","seminole"
13253,"GA","SEMINOLE","DEMOCRAT",294,-84.88019395,30.93365621,"georgia","seminole"
13253,"GA","SEMINOLE","REPUBLICAN",944,-84.88019395,30.93365621,"georgia","seminole"
13253,"GA","SEMINOLE","DEMOCRAT",0,-84.88019395,30.93365621,"georgia","seminole"
13253,"GA","SEMINOLE","DEMOCRAT",269,-84.88019395,30.93365621,"georgia","seminole"
13253,"GA","SEMINOLE","REPUBLICAN",0,-84.88019395,30.93365621,"georgia","seminole"
13253,"GA","SEMINOLE","DEMOCRAT",691,-84.88019395,30.93365621,"georgia","seminole"
13255,"GA","SPALDING","DEMOCRAT",4600,-84.29645645,33.25386686,"georgia","spalding"
13255,"GA","SPALDING","REPUBLICAN",8801,-84.29645645,33.25386686,"georgia","spalding"
13255,"GA","SPALDING","REPUBLICAN",532,-84.29645645,33.25386686,"georgia","spalding"
13255,"GA","SPALDING","DEMOCRAT",2554,-84.29645645,33.25386686,"georgia","spalding"
13255,"GA","SPALDING","DEMOCRAT",4264,-84.29645645,33.25386686,"georgia","spalding"
13255,"GA","SPALDING","DEMOCRAT",366,-84.29645645,33.25386686,"georgia","spalding"
13255,"GA","SPALDING","REPUBLICAN",5234,-84.29645645,33.25386686,"georgia","spalding"
13255,"GA","SPALDING","REPUBLICAN",3490,-84.29645645,33.25386686,"georgia","spalding"
13257,"GA","STEPHENS","REPUBLICAN",6765,-83.29412301,34.55440171,"georgia","stephens"
13257,"GA","STEPHENS","REPUBLICAN",1365,-83.29412301,34.55440171,"georgia","stephens"
13257,"GA","STEPHENS","DEMOCRAT",0,-83.29412301,34.55440171,"georgia","stephens"
13257,"GA","STEPHENS","REPUBLICAN",1234,-83.29412301,34.55440171,"georgia","stephens"
13257,"GA","STEPHENS","REPUBLICAN",4,-83.29412301,34.55440171,"georgia","stephens"
13257,"GA","STEPHENS","DEMOCRAT",291,-83.29412301,34.55440171,"georgia","stephens"
13257,"GA","STEPHENS","DEMOCRAT",1288,-83.29412301,34.55440171,"georgia","stephens"
13257,"GA","STEPHENS","DEMOCRAT",806,-83.29412301,34.55440171,"georgia","stephens"
13259,"GA","STEWART","DEMOCRAT",292,-84.85070323,32.0705958,"georgia","stewart"
13259,"GA","STEWART","DEMOCRAT",7,-84.85070323,32.0705958,"georgia","stewart"
13259,"GA","STEWART","DEMOCRAT",378,-84.85070323,32.0705958,"georgia","stewart"
13259,"GA","STEWART","REPUBLICAN",5,-84.85070323,32.0705958,"georgia","stewart"
13259,"GA","STEWART","DEMOCRAT",505,-84.85070323,32.0705958,"georgia","stewart"
13259,"GA","STEWART","REPUBLICAN",462,-84.85070323,32.0705958,"georgia","stewart"
13259,"GA","STEWART","REPUBLICAN",229,-84.85070323,32.0705958,"georgia","stewart"
13259,"GA","STEWART","REPUBLICAN",105,-84.85070323,32.0705958,"georgia","stewart"
13261,"GA","SUMTER","DEMOCRAT",6,-84.2260813,32.0393234,"georgia","sumter"
13261,"GA","SUMTER","DEMOCRAT",3150,-84.2260813,32.0393234,"georgia","sumter"
13261,"GA","SUMTER","DEMOCRAT",1139,-84.2260813,32.0393234,"georgia","sumter"
13261,"GA","SUMTER","REPUBLICAN",3358,-84.2260813,32.0393234,"georgia","sumter"
13261,"GA","SUMTER","REPUBLICAN",1524,-84.2260813,32.0393234,"georgia","sumter"
13261,"GA","SUMTER","DEMOCRAT",2023,-84.2260813,32.0393234,"georgia","sumter"
13261,"GA","SUMTER","REPUBLICAN",837,-84.2260813,32.0393234,"georgia","sumter"
13261,"GA","SUMTER","REPUBLICAN",13,-84.2260813,32.0393234,"georgia","sumter"
13263,"GA","TALBOT","REPUBLICAN",1,-84.54123699,32.6975298,"georgia","talbot"
13263,"GA","TALBOT","REPUBLICAN",464,-84.54123699,32.6975298,"georgia","talbot"
13263,"GA","TALBOT","REPUBLICAN",686,-84.54123699,32.6975298,"georgia","talbot"
13263,"GA","TALBOT","DEMOCRAT",541,-84.54123699,32.6975298,"georgia","talbot"
13263,"GA","TALBOT","DEMOCRAT",0,-84.54123699,32.6975298,"georgia","talbot"
13263,"GA","TALBOT","REPUBLICAN",241,-84.54123699,32.6975298,"georgia","talbot"
13263,"GA","TALBOT","DEMOCRAT",955,-84.54123699,32.6975298,"georgia","talbot"
13263,"GA","TALBOT","DEMOCRAT",618,-84.54123699,32.6975298,"georgia","talbot"
13265,"GA","TALIAFERRO","DEMOCRAT",223,-82.88668078,33.56288637,"georgia","taliaferro"
13265,"GA","TALIAFERRO","REPUBLICAN",64,-82.88668078,33.56288637,"georgia","taliaferro"
13265,"GA","TALIAFERRO","REPUBLICAN",200,-82.88668078,33.56288637,"georgia","taliaferro"
13265,"GA","TALIAFERRO","DEMOCRAT",100,-82.88668078,33.56288637,"georgia","taliaferro"
13265,"GA","TALIAFERRO","DEMOCRAT",237,-82.88668078,33.56288637,"georgia","taliaferro"
13265,"GA","TALIAFERRO","REPUBLICAN",0,-82.88668078,33.56288637,"georgia","taliaferro"
13265,"GA","TALIAFERRO","DEMOCRAT",1,-82.88668078,33.56288637,"georgia","taliaferro"
13265,"GA","TALIAFERRO","REPUBLICAN",96,-82.88668078,33.56288637,"georgia","taliaferro"
13267,"GA","TATTNALL","REPUBLICAN",818,-82.07056408,32.04550772,"georgia","tattnall"
13267,"GA","TATTNALL","REPUBLICAN",3699,-82.07056408,32.04550772,"georgia","tattnall"
13267,"GA","TATTNALL","DEMOCRAT",0,-82.07056408,32.04550772,"georgia","tattnall"
13267,"GA","TATTNALL","DEMOCRAT",412,-82.07056408,32.04550772,"georgia","tattnall"
13267,"GA","TATTNALL","REPUBLICAN",0,-82.07056408,32.04550772,"georgia","tattnall"
13267,"GA","TATTNALL","REPUBLICAN",1536,-82.07056408,32.04550772,"georgia","tattnall"
13267,"GA","TATTNALL","DEMOCRAT",1103,-82.07056408,32.04550772,"georgia","tattnall"
13267,"GA","TATTNALL","DEMOCRAT",546,-82.07056408,32.04550772,"georgia","tattnall"
13269,"GA","TAYLOR","DEMOCRAT",2,-84.24869329,32.55117613,"georgia","taylor"
13269,"GA","TAYLOR","DEMOCRAT",624,-84.24869329,32.55117613,"georgia","taylor"
13269,"GA","TAYLOR","DEMOCRAT",272,-84.24869329,32.55117613,"georgia","taylor"
13269,"GA","TAYLOR","REPUBLICAN",349,-84.24869329,32.55117613,"georgia","taylor"
13269,"GA","TAYLOR","DEMOCRAT",489,-84.24869329,32.55117613,"georgia","taylor"
13269,"GA","TAYLOR","REPUBLICAN",292,-84.24869329,32.55117613,"georgia","taylor"
13269,"GA","TAYLOR","REPUBLICAN",13,-84.24869329,32.55117613,"georgia","taylor"
13269,"GA","TAYLOR","REPUBLICAN",1764,-84.24869329,32.55117613,"georgia","taylor"
13271,"GA","TELFAIR","DEMOCRAT",317,-82.96384371,31.92141485,"georgia","telfair"
13271,"GA","TELFAIR","REPUBLICAN",3,-82.96384371,31.92141485,"georgia","telfair"
13271,"GA","TELFAIR","DEMOCRAT",545,-82.96384371,31.92141485,"georgia","telfair"
13271,"GA","TELFAIR","DEMOCRAT",7,-82.96384371,31.92141485,"georgia","telfair"
13271,"GA","TELFAIR","REPUBLICAN",1506,-82.96384371,31.92141485,"georgia","telfair"
13271,"GA","TELFAIR","REPUBLICAN",358,-82.96384371,31.92141485,"georgia","telfair"
13271,"GA","TELFAIR","DEMOCRAT",618,-82.96384371,31.92141485,"georgia","telfair"
13271,"GA","TELFAIR","REPUBLICAN",958,-82.96384371,31.92141485,"georgia","telfair"
13273,"GA","TERRELL","REPUBLICAN",0,-84.45169459,31.76990565,"georgia","terrell"
13273,"GA","TERRELL","REPUBLICAN",1069,-84.45169459,31.76990565,"georgia","terrell"
13273,"GA","TERRELL","DEMOCRAT",1,-84.45169459,31.76990565,"georgia","terrell"
13273,"GA","TERRELL","REPUBLICAN",665,-84.45169459,31.76990565,"georgia","terrell"
13273,"GA","TERRELL","REPUBLICAN",270,-84.45169459,31.76990565,"georgia","terrell"
13273,"GA","TERRELL","DEMOCRAT",839,-84.45169459,31.76990565,"georgia","terrell"
13273,"GA","TERRELL","DEMOCRAT",969,-84.45169459,31.76990565,"georgia","terrell"
13273,"GA","TERRELL","DEMOCRAT",567,-84.45169459,31.76990565,"georgia","terrell"
13275,"GA","THOMAS","DEMOCRAT",2412,-83.93641398,30.85879382,"georgia","thomas"
13275,"GA","THOMAS","REPUBLICAN",1670,-83.93641398,30.85879382,"georgia","thomas"
13275,"GA","THOMAS","DEMOCRAT",4819,-83.93641398,30.85879382,"georgia","thomas"
13275,"GA","THOMAS","DEMOCRAT",4,-83.93641398,30.85879382,"georgia","thomas"
13275,"GA","THOMAS","REPUBLICAN",8565,-83.93641398,30.85879382,"georgia","thomas"
13275,"GA","THOMAS","DEMOCRAT",1473,-83.93641398,30.85879382,"georgia","thomas"
13275,"GA","THOMAS","REPUBLICAN",1,-83.93641398,30.85879382,"georgia","thomas"
13275,"GA","THOMAS","REPUBLICAN",2718,-83.93641398,30.85879382,"georgia","thomas"
13277,"GA","TIFT","REPUBLICAN",1221,-83.54997143,31.45155778,"georgia","tift"
13277,"GA","TIFT","DEMOCRAT",16,-83.54997143,31.45155778,"georgia","tift"
13277,"GA","TIFT","REPUBLICAN",6833,-83.54997143,31.45155778,"georgia","tift"
13277,"GA","TIFT","REPUBLICAN",9,-83.54997143,31.45155778,"georgia","tift"
13277,"GA","TIFT","DEMOCRAT",1110,-83.54997143,31.45155778,"georgia","tift"
13277,"GA","TIFT","DEMOCRAT",2732,-83.54997143,31.45155778,"georgia","tift"
13277,"GA","TIFT","REPUBLICAN",2721,-83.54997143,31.45155778,"georgia","tift"
13277,"GA","TIFT","DEMOCRAT",1464,-83.54997143,31.45155778,"georgia","tift"
13279,"GA","TOOMBS","DEMOCRAT",1078,-82.34768014,32.10450702,"georgia","toombs"
13279,"GA","TOOMBS","DEMOCRAT",4,-82.34768014,32.10450702,"georgia","toombs"
13279,"GA","TOOMBS","DEMOCRAT",569,-82.34768014,32.10450702,"georgia","toombs"
13279,"GA","TOOMBS","REPUBLICAN",6,-82.34768014,32.10450702,"georgia","toombs"
13279,"GA","TOOMBS","REPUBLICAN",4852,-82.34768014,32.10450702,"georgia","toombs"
13279,"GA","TOOMBS","REPUBLICAN",1217,-82.34768014,32.10450702,"georgia","toombs"
13279,"GA","TOOMBS","REPUBLICAN",1797,-82.34768014,32.10450702,"georgia","toombs"
13279,"GA","TOOMBS","DEMOCRAT",1288,-82.34768014,32.10450702,"georgia","toombs"
13281,"GA","TOWNS","REPUBLICAN",4165,-83.74988104,34.90761011,"georgia","towns"
13281,"GA","TOWNS","REPUBLICAN",1227,-83.74988104,34.90761011,"georgia","towns"
13281,"GA","TOWNS","DEMOCRAT",118,-83.74988104,34.90761011,"georgia","towns"
13281,"GA","TOWNS","DEMOCRAT",1,-83.74988104,34.90761011,"georgia","towns"
13281,"GA","TOWNS","REPUBLICAN",984,-83.74988104,34.90761011,"georgia","towns"
13281,"GA","TOWNS","REPUBLICAN",8,-83.74988104,34.90761011,"georgia","towns"
13281,"GA","TOWNS","DEMOCRAT",720,-83.74988104,34.90761011,"georgia","towns"
13281,"GA","TOWNS","DEMOCRAT",711,-83.74988104,34.90761011,"georgia","towns"
13283,"GA","TREUTLEN","DEMOCRAT",303,-82.57163114,32.39760417,"georgia","treutlen"
13283,"GA","TREUTLEN","REPUBLICAN",0,-82.57163114,32.39760417,"georgia","treutlen"
13283,"GA","TREUTLEN","REPUBLICAN",1409,-82.57163114,32.39760417,"georgia","treutlen"
13283,"GA","TREUTLEN","REPUBLICAN",418,-82.57163114,32.39760417,"georgia","treutlen"
13283,"GA","TREUTLEN","DEMOCRAT",0,-82.57163114,32.39760417,"georgia","treutlen"
13283,"GA","TREUTLEN","DEMOCRAT",526,-82.57163114,32.39760417,"georgia","treutlen"
13283,"GA","TREUTLEN","REPUBLICAN",274,-82.57163114,32.39760417,"georgia","treutlen"
13283,"GA","TREUTLEN","DEMOCRAT",123,-82.57163114,32.39760417,"georgia","treutlen"
13285,"GA","TROUP","DEMOCRAT",5276,-85.03450283,33.02413129,"georgia","troup"
13285,"GA","TROUP","REPUBLICAN",2905,-85.03450283,33.02413129,"georgia","troup"
13285,"GA","TROUP","DEMOCRAT",3459,-85.03450283,33.02413129,"georgia","troup"
13285,"GA","TROUP","REPUBLICAN",46,-85.03450283,33.02413129,"georgia","troup"
13285,"GA","TROUP","REPUBLICAN",10519,-85.03450283,33.02413129,"georgia","troup"
13285,"GA","TROUP","DEMOCRAT",34,-85.03450283,33.02413129,"georgia","troup"
13285,"GA","TROUP","REPUBLICAN",4673,-85.03450283,33.02413129,"georgia","troup"
13285,"GA","TROUP","DEMOCRAT",2809,-85.03450283,33.02413129,"georgia","troup"
13287,"GA","TURNER","REPUBLICAN",377,-83.65650183,31.71588318,"georgia","turner"
13287,"GA","TURNER","REPUBLICAN",1738,-83.65650183,31.71588318,"georgia","turner"
13287,"GA","TURNER","REPUBLICAN",233,-83.65650183,31.71588318,"georgia","turner"
13287,"GA","TURNER","REPUBLICAN",1,-83.65650183,31.71588318,"georgia","turner"
13287,"GA","TURNER","DEMOCRAT",788,-83.65650183,31.71588318,"georgia","turner"
13287,"GA","TURNER","DEMOCRAT",332,-83.65650183,31.71588318,"georgia","turner"
13287,"GA","TURNER","DEMOCRAT",1,-83.65650183,31.71588318,"georgia","turner"
13287,"GA","TURNER","DEMOCRAT",289,-83.65650183,31.71588318,"georgia","turner"
13289,"GA","TWIGGS","DEMOCRAT",4,-83.45203197,32.67327744,"georgia","twiggs"
13289,"GA","TWIGGS","REPUBLICAN",310,-83.45203197,32.67327744,"georgia","twiggs"
13289,"GA","TWIGGS","DEMOCRAT",878,-83.45203197,32.67327744,"georgia","twiggs"
13289,"GA","TWIGGS","REPUBLICAN",0,-83.45203197,32.67327744,"georgia","twiggs"
13289,"GA","TWIGGS","DEMOCRAT",426,-83.45203197,32.67327744,"georgia","twiggs"
13289,"GA","TWIGGS","DEMOCRAT",736,-83.45203197,32.67327744,"georgia","twiggs"
13289,"GA","TWIGGS","REPUBLICAN",841,-83.45203197,32.67327744,"georgia","twiggs"
13289,"GA","TWIGGS","REPUBLICAN",1219,-83.45203197,32.67327744,"georgia","twiggs"
13291,"GA","UNION","DEMOCRAT",300,-84.0030221,34.82879002,"georgia","union"
13291,"GA","UNION","DEMOCRAT",0,-84.0030221,34.82879002,"georgia","union"
13291,"GA","UNION","DEMOCRAT",1198,-84.0030221,34.82879002,"georgia","union"
